         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\accessor.py:216(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\copy.py:66(copy)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:996(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:99(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:219(Int32Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:240(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexing.py:145(IndexingMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_testing\__init__.py:848(SubclassedDataFrame)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:1748(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\_utils.py:227(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\pooling.py:33(extra_repr)
        9    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:26(InfinityType)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:226(Int64Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:247(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:42(Trace)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\string_.py:68(StringDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\floating.py:14(FloatingDtype)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\base.py:71(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\ewm.py:923(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:442(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\ops.py:208(Op)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:543(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\serialization.py:1404(UnpicklerWrapper)
        7    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\__init__.py:43(using_pyarrow_string_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\base.py:2275(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\integer.py:233(UInt8Dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:536(is_set)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\nn\tasks.py:156(info)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:778(Expr)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_testing\__init__.py:831(SubclassedSeries)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:792(value)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:1847(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3500(register_decoder)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\container.py:137(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\apply.py:1152(SeriesApply)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\blocks.py:2346(get_block_type)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\common.py:932(_BufferedWriter)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:205(Detach)
       13    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\multiarray.py:1080(copyto)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\_asarray.py:108(<setcomp>)
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\engines.py:47(AbstractEngine)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\pytables.py:412(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\xml.py:62(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:504(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:971(__or__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:990(addgroup)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\PpmImagePlugin.py:148(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pytz\__init__.py:398(_FixedOffset)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:168(__ge__)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_util.py:34(register_writer)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:315(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\__init__.py:2(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\construction.py:742(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\construction.py:532(treat_as_nested)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\rolling.py:681(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:515(SeriesInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:593(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\info.py:934(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\html.py:153(_HtmlFrameParser)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:300(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\PpmImagePlugin.py:53(PpmImageFile)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:615(_select_options)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\tseries\__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\apply.py:685(NDFrameApply)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\format.py:1006(DataFrameRenderer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\reshape\merge.py:1820(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_xlsxwriter.py:25(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:951(machine)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:564(deprecate_option)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:674(_translate_key)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\formats\__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\concat.py:350(JoinUnit)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\sql.py:2066(SQLiteTable)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:924(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:1047(is_dataclass)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\common.py:149(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\checks.py:414(check_yolov5u_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\floating.py:163(Float64Dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\apply.py:1076(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:573(_ensure_array)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:1878(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:337(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3456(register_save_all)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:609(_syscmd_file)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1045(__del__)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\common.py:1255(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\_ops.py:613(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_typing.py:225(BaseBuffer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:43(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\cpuinfo\cpuinfo.py:908(ASM)
