         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connection.py:187(host)
       17    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:516(_get_charset_prefix)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\utils.py:580(iter_slices)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\interchange\dataframe_protocol.py:69(ColumnNullType)
       96    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:82(groups)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\queue.py:245(_init)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:650(architecture)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\string_.py:249(BaseStringArray)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_openpyxl.py:533(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\linalg\linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\netrc.py:1(<module>)
      246    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:1617(overload)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\http\client.py:889(_get_hostport)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3468(register_extension)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:494(unwrap)
       32    0.000    0.000    0.000    0.000 {method '__format__' of 'int' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\storage.py:372(_storage_type_to_dtype_map)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\zoneinfo\_common.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\response.py:79(<listcomp>)
       52    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\pathlib.py:102(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\numba_.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\locale.py:577(getlocale)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3479(register_extensions)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\container.py:106(_get_item_by_idx)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:3237(BlockManagerFixed)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:145(_get_option)
       20    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:804(__mro_entries__)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connection.py:256(is_closed)
        7    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\abc.py:110(register)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\encodings\__init__.py:43(normalize_encoding)
      225    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\interchange\utils.py:1(<module>)
      140    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      272    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\common.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\serialization.py:418(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\ops.py:105(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:729(_get_machine_win32)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:358(_recursive_repr)
      114    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torchvision\extension.py:44(_assert_has_ops)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\nanops.py:448(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\_table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\orc.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\BmpImagePlugin.py:62(BmpImageFile)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_exceptions.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\utils\_contextlib.py:123(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:323(f)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\nanops.py:1076(_nanminmax)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\missing.py:889(_datetimelike_compat)
        8    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:854(is_instance_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\model.py:107(is_hub_model)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\frame.py:4384(_box_col_values)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\re.py:315(_compile_repl)
      100    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:439(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:169(blknos)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\proxy.py:11(connection_requires_http_tunnel)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\pathlib.py:752(__fspath__)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\base.py:439(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\apply.py:108(Apply)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\data\loaders.py:406(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:93(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:295(FixedForwardWindowIndexer)
       58    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\_mixins.py:71(ravel_compat)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:149(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:346(GroupbyIndexer)
       25    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\nn\tasks.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:123(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\_normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1065(_stdin_write)
       25    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\objects.py:277(ExpandingIndexer)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:981(parse_template)
      114    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C._TensorBase' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\adapters.py:399(add_headers)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:685(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:2830(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\astype.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\models.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\localization.py:1(<module>)
      184    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:509(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\nn\modules\head.py:50(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\utils\_contextlib.py:69(context_decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_tester.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:903(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\clipboards.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:2564(replace)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:172(_deprecate_kwarg)
      162    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:252(_node_not_implemented)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3445(register_save)
       50    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:1744(_consolidate_inplace)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:753(_set_new_attribute)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\contextlib.py:452(callback)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\reshape\encoding.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:133(_fix_pcbuild)
       65    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:952(__eq__)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1021(construct_from_string)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\nanops.py:383(_datetimelike_compat)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:81(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1266(construct_from_string)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ntpath.py:61(isabs)
       50    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x000001E6654B7EE0}
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connectionpool.py:340(_validate_conn)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\sparse\array.py:286(SparseArray)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:1726(is_consolidated)
       25    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\tools\timedeltas.py:1(<module>)
      120    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\expr.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\flags.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:127(_get_single_key)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:76(__init__)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\sessions.py:453(__enter__)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:415(__getattr__)
       55    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_testing\_warnings.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\ImageFile.py:232(<lambda>)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\ImageFile.py:75(_tilesort)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\cast.py:1544(construct_1d_object_array_from_listlike)
       21    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:881(<listcomp>)
      113    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       88    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\tools\numeric.py:1(<module>)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:814(construct_from_string)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\__init__.py:592(<dictcomp>)
       28    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:825(uname)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1312(_make_inheritable)
       12    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\typing_extensions.py:148(_check_generic)
       14    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\container.py:25(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:2873(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:5152(_get_engine_target)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       68    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\typing.py:946(_value_and_type_iter)
        6    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:1734(_consolidate_check)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:307(_get_machar)
       21    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:882(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\__init__.py:169(__getattr__)
       29    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:193(_getuserbase)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:62(smallest_subnormal)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\datetimelike.py:166(_period_dispatch)
       31    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:428(<lambda>)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\base.py:481(register)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\window\online.py:1(<module>)
